Mention,ConceptCode,ConceptName,SemanticType,Start
ECDs,C52268,SHFM1 wt Allele,Gene or Genome,17689
head,C12419,Head,Body Location or Region,17710
model,C16866,Model,Intellectual Product,17715
element,C1940,Element,"Element, Ion, or Isotope",17731
field,C70773,Field,Conceptual Entity,17768
maps,C43434,Functional Map,Conceptual Entity,17774
estimated,C25498,Estimate,Activity,17784
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,17819
signals,C17133,Signal Transduction,Molecular Function,17832
peak,C48054,Peak,Qualitative Concept,17847
isocontour,C70749,Contour,Conceptual Entity,17878
map,C43433,Map,Manufactured Object,17889
then,C65106,Then,Qualitative Concept,17897
calculated,C54125,Calculation,Activity,17902
minimum,C25570,Minimum,Qualitative Concept,17948
current,C25471,Current,Temporal Concept,17961
estimate,C25498,Estimate,Activity,17969
MNE,C64378,Montenegro,Geographic Area,17979
measured,C44473,Measured,Qualitative Concept,17994
signals,C17133,Signal Transduction,Molecular Function,18003
both,C49636,Both,Qualitative Concept,18014
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,18019
contour,C70749,Contour,Conceptual Entity,18060
map,C43433,Map,Manufactured Object,18068
pattern,C25336,Pattern,Spatial Concept,18089
peak,C48054,Peak,Qualitative Concept,18104
source,C25683,Source,Qualitative Concept,18132
estimation,C53327,Statistical Estimation,Research Activity,18139
sets,C127262,CDISC SDTM Environmental Setting Terminology,Intellectual Product,18180
channels,C44170,Channel,Conceptual Entity,18188
maximum,C25564,Maximum,Qualitative Concept,18208
local,C67263,Local,Spatial Concept,18216
signal,C43382,Signal,Conceptual Entity,18222
center,C25445,Center,Spatial Concept,18236
selected,C48912,Choose,Activity,18246
ECDs,C52268,SHFM1 wt Allele,Gene or Genome,18269
best,C25432,Best,Qualitative Concept,18279
most,C25258,Most,Qualitative Concept,18298
dominant,C25487,Dominant,Qualitative Concept,18303
signals,C17133,Signal Transduction,Molecular Function,18312
MNE,C64378,Montenegro,Geographic Area,18346
method,C71460,Method,Conceptual Entity,18350
al,C111127,Aluminum Measurement,Laboratory Procedure,18372
accepted,C62559,Accepted,Qualitative Concept,18387
calculated,C54125,Calculation,Activity,18396
ECDs,C52268,SHFM1 wt Allele,Gene or Genome,18407
if,C64955,If,Qualitative Concept,18412
goodness,C64975,Good,Qualitative Concept,18415
fit,C70826,Fit,Activity,18427
estimated,C25498,Estimate,Activity,18456
ECDs,C52268,SHFM1 wt Allele,Gene or Genome,18466
MRI,C16809,Magnetic Resonance Imaging,Diagnostic Procedure,18496
subject,C48910,Subject,Functional Concept,18507
after,C49639,Status Post,Temporal Concept,18515
co,C382,Cobalt,"Element, Ion, or Isotope",18521
registration,C25646,Registration,Activity,18524
MRI,C16809,Magnetic Resonance Imaging,Diagnostic Procedure,18540
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,18548
coordinates,C45284,Coordinator,Human,18552
matching,C54116,Match,Qualitative Concept,18567
positions,C25246,Positive,Qualitative Concept,18580
anatomical,C25421,Anatomic,Conceptual Entity,18593
fiducial,C44467,Fiducial,Qualitative Concept,18604
points,C70656,Point,Spatial Concept,18613
preauricular,C103848,Preauricular,Spatial Concept,18632
characteristics,C25447,Characteristic,Conceptual Entity,18672
deep,C25240,Deep,Spatial Concept,18691
superficial,C25239,Superficial,Spatial Concept,18700
sources,C25683,Source,Qualitative Concept,18712
selected,C48912,Choose,Activity,18724
derived,C81197,Derived Flag,Conceptual Entity,18740
mesial,C81170,Midline,Spatial Concept,18757
lateral,C25230,Lateral,Spatial Concept,18768
temporal,C73990,Temporal,Temporal Concept,18776
areas,C16632,Geographic Area,Geographic Area,18785
following,C53286,Next,Temporal Concept,18801
procedures,C79751,Procedure,Activity,18811
base,C48056,Base,Chemical Viewed Functionally,18830
temporal lobe,C12353,Temporal Lobe,"Body Part, Organ, or Organ Component",18842
MRI,C16809,Magnetic Resonance Imaging,Diagnostic Procedure,18859
coronal plane,C94876,Coronal Plane,Spatial Concept,18870
hippocampus,C12444,Hippocampus,"Body Part, Organ, or Organ Component",18902
applied,C113519,Apply,Activity,18918
two,C66833,Two,Quantitative Concept,18926
vertical,C25243,Vertical,Spatial Concept,18953
lines,C71221,Line Unit of Length,Quantitative Concept,18962
levels,C25554,Level,Quantitative Concept,18975
lateral sulci,C127218,Residue on Lateral Sulci,Finding,18994
estimated,C25498,Estimate,Activity,19040
ECDs,C52268,SHFM1 wt Allele,Gene or Genome,19050
accepted,C62559,Accepted,Qualitative Concept,19060
temporal lobe,C12353,Temporal Lobe,"Body Part, Organ, or Organ Component",19103
ECDs,C52268,SHFM1 wt Allele,Gene or Genome,19130
mesial,C81170,Midline,Spatial Concept,19143
vertical,C25243,Vertical,Spatial Concept,19157
line,C71604,Line,Spatial Concept,19166
collateral sulcus,C32342,Collateral Sulcus,Anatomical Structure,19178
classified,C25373,Classified,Qualitative Concept,19201
mesial,C81170,Midline,Spatial Concept,19215
ECDs,C52268,SHFM1 wt Allele,Gene or Genome,19251
lateral,C25230,Lateral,Spatial Concept,19264
vertical,C25243,Vertical,Spatial Concept,19279
line,C71604,Line,Spatial Concept,19288
lateral,C25230,Lateral,Spatial Concept,19341
temporal,C73990,Temporal,Temporal Concept,19349
Statistical,C17167,Statistics,Occupation or Discipline,19367
analysis,C25391,Analysis,Activity,19379
number,C25337,Number,Quantitative Concept,19393
detected,C25481,Detected,Conceptual Entity,19403
ECD,C52268,SHFM1 wt Allele,Gene or Genome,19423
parameters,C44175,Parameter,Conceptual Entity,19427
evaluated,C25214,Evaluation,Activity,19443
combination,C61517,Combination,Conceptual Entity,19470
EEG,C38054,Electroencephalography,Diagnostic Procedure,19485
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,19493
sensor,C28220,Sensor,Medical Device,19509
types 3,C125396,Bristol Stool Type 3,Intellectual Product,19516
Fig,C71971,Fig,"Plant, Food",19523
compared,C49156,Comparison,Activity,19535
two,C66833,Two,Quantitative Concept,19544
parameters,C44175,Parameter,Conceptual Entity,19548
estimated,C25498,Estimate,Activity,19566
ECD,C52268,SHFM1 wt Allele,Gene or Genome,19576
radius,C63921,Radius,Spatial Concept,19581
Radius,C63921,Radius,Spatial Concept,19608
indicates,C50001,Indicator Device Component,Manufactured Object,19615
distance,C25167,Distance,Quantitative Concept,19629
coordinated center,C48359,Coordinating Center,Organization,19647
head,C12419,Head,Body Location or Region,19659
describes,C43443,Describable Class,Conceptual Entity,19686
current,C25471,Current,Temporal Concept,19700
estimated,C25498,Estimate,Activity,19722
ECD,C52268,SHFM1 wt Allele,Gene or Genome,19732
al,C111127,Aluminum Measurement,Laboratory Procedure,19752
Wilcoxon's signed rank test,C53246,Wilcoxon Signed Rank Test,Quantitative Concept,19764
test used,C92020,Device Use Testing Evaluation Method,Functional Concept,19787
evaluate,C25214,Evaluation,Activity,19804
differences,C46003,Difference,Qualitative Concept,19813
two,C66833,Two,Quantitative Concept,19835
sets data sets data,C47824,Data Set,Idea or Concept,19839
paired data,C81019,Paired Data,Idea or Concept,19847
data unpaired data,C81020,Unpaired Data,Idea or Concept,19854
Mann Whitney test,C53247,Mann-Whitney Test,Quantitative Concept,19870
test used,C92020,Device Use Testing Evaluation Method,Functional Concept,19885
evaluate,C25214,Evaluation,Activity,19902
differences,C46003,Difference,Qualitative Concept,19911
between,C94545,Between,Qualitative Concept,19923
two,C66833,Two,Quantitative Concept,19931
Kruskal Wallis test,C53248,Kruskal-Wallis Test,Quantitative Concept,19962
correction,C54657,Correction,Qualitative Concept,19998
evaluate,C25214,Evaluation,Activity,20021
differences,C46003,Difference,Qualitative Concept,20030
three,C66834,Three,Quantitative Concept,20048
sets data sets data,C47824,Data Set,Idea or Concept,20054
unpaired data,C81020,Unpaired Data,Idea or Concept,20062
data paired data,C81019,Paired Data,Idea or Concept,20071
correction,C54657,Correction,Qualitative Concept,20115
evaluate,C25214,Evaluation,Activity,20138
differences,C46003,Difference,Qualitative Concept,20151
three,C66834,Three,Quantitative Concept,20169
Results,C20200,Outcome,Finding,20199
Number,C25337,Number,Quantitative Concept,20210
detected,C25481,Detected,Conceptual Entity,20220
Comparison,C49156,Comparison,Activity,20237
between,C94545,Between,Qualitative Concept,20248
EEG,C38054,Electroencephalography,Diagnostic Procedure,20256
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,20264
total,C25304,Total,Qualitative Concept,20270
EEG,C38054,Electroencephalography,Diagnostic Procedure,20283
426,C16787,Lesotho,Geographic Area,20291
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,20295
accepted,C62559,Accepted,Qualitative Concept,20323
patients,C53691,Veterinary Patient,Organism,20343
mesial,C81170,Midline,Spatial Concept,20359
temporal,C73990,Temporal,Temporal Concept,20366
focus,C25511,Focus,Spatial Concept,20385
40,C105795,Forty,Quantitative Concept,20413
detected,C25481,Detected,Conceptual Entity,20421
EEG,C38054,Electroencephalography,Diagnostic Procedure,20433
only,C65011,Only,Qualitative Concept,20437
EEG,C38054,Electroencephalography,Diagnostic Procedure,20443
only,C65011,Only,Qualitative Concept,20447
range,C38013,Range,Quantitative Concept,20460
19,C105801,Nineteen,Quantitative Concept,20469
each,C64933,Each,Qualitative Concept,20475
case,C49152,Case,Qualitative Concept,20480
120,C16379,Cameroon,Geographic Area,20487
both,C49636,Both,Qualitative Concept,20494
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,20499
EEG,C38054,Electroencephalography,Diagnostic Procedure,20507
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,20512
EEG,C38054,Electroencephalography,Diagnostic Procedure,20518
range,C38013,Range,Quantitative Concept,20530
MEG MEG,C16811,Magnetoencephalography,Diagnostic Procedure,20555
MEG MEG,C16811,Magnetoencephalography,Diagnostic Procedure,20555
only only,C65011,Only,Qualitative Concept,20559
range,C38013,Range,Quantitative Concept,20582
Table,C48441,Table,Manufactured Object,20598
Percentages,C25613,Percentage,Conceptual Entity,20608
each,C64933,Each,Qualitative Concept,20623
type,C25284,Type,Functional Concept,20634
each,C64933,Each,Qualitative Concept,20642
patient,C16960,Patient,Patient or Disabled Group,20647
EEG,C38054,Electroencephalography,Diagnostic Procedure,20672
only,C65011,Only,Qualitative Concept,20676
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,20701
EEG,C38054,Electroencephalography,Diagnostic Procedure,20707
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,20738
only,C65011,Only,Qualitative Concept,20742
number,C25337,Number,Quantitative Concept,20759
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,20769
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,20781
only,C65011,Only,Qualitative Concept,20785
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,20794
EEG,C38054,Electroencephalography,Diagnostic Procedure,20800
greater than,C61584,Greater Than,Quantitative Concept,20830
number,C25337,Number,Quantitative Concept,20847
EEG,C38054,Electroencephalography,Diagnostic Procedure,20857
EEG,C38054,Electroencephalography,Diagnostic Procedure,20869
only,C65011,Only,Qualitative Concept,20873
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,20882
EEG,C38054,Electroencephalography,Diagnostic Procedure,20888
Wilcoxon's signed rank test,C53246,Wilcoxon Signed Rank Test,Quantitative Concept,20908
Comparison,C49156,Comparison,Activity,20950
combinations,C61517,Combination,Conceptual Entity,20971
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,20987
sensor,C28220,Sensor,Medical Device,20991
types,C25284,Type,Functional Concept,20998
426,C16787,Lesotho,Geographic Area,21015
detected,C25481,Detected,Conceptual Entity,21026
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,21038
sensors,C28220,Sensor,Medical Device,21042
180,C17266,"Congo, the Democratic Republic of the",Geographic Area,21051
detected,C25481,Detected,Conceptual Entity,21060
only,C65011,Only,Qualitative Concept,21084
G MG MG G MG,C69104,Gram per Kilogram,Quantitative Concept,21090
only,C65011,Only,Qualitative Concept,21092
range,C38013,Range,Quantitative Concept,21105
each,C64933,Each,Qualitative Concept,21128
case,C49152,Case,Qualitative Concept,21133
detected,C25481,Detected,Conceptual Entity,21149
both,C49636,Both,Qualitative Concept,21161
types,C25284,Type,Functional Concept,21173
range,C38013,Range,Quantitative Concept,21191
144,C17163,Sri Lanka,Geographic Area,21200
detected,C25481,Detected,Conceptual Entity,21218
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,21230
only only,C65011,Only,Qualitative Concept,21243
only only,C65011,Only,Qualitative Concept,21243
range,C38013,Range,Quantitative Concept,21264
22,C126884,Twenty Two,Quantitative Concept,21273
Table,C48441,Table,Manufactured Object,21278
No,C49487,No,Classification,21288
significant,C41130,Significant,Functional Concept,21291
differences,C46003,Difference,Qualitative Concept,21303
number,C25337,Number,Quantitative Concept,21332
detected,C25481,Detected,Conceptual Entity,21342
between,C94545,Between,Qualitative Concept,21358
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,21366
only,C65011,Only,Qualitative Concept,21382
only,C65011,Only,Qualitative Concept,21412
Wilcoxon's signed rank test,C53246,Wilcoxon Signed Rank Test,Quantitative Concept,21431
Typical,C102843,Usual,Qualitative Concept,21472
examples,C48175,Example,Conceptual Entity,21480
kinds,C25284,Type,Functional Concept,21500
contour,C70749,Contour,Conceptual Entity,21524
maps,C43434,Functional Map,Conceptual Entity,21532
simultaneous,C25456,Concurrent,Qualitative Concept,21542
EEG,C38054,Electroencephalography,Diagnostic Procedure,21555
recordings,C25198,Record,Intellectual Product,21559
Fig,C71971,Fig,"Plant, Food",21583
visual inspection,C92023,Device Visual Inspection Evaluation Method,Functional Concept,21598
contour,C70749,Contour,Conceptual Entity,21623
maps,C43434,Functional Map,Conceptual Entity,21631
flux,C72076,Flux,Natural Phenomenon or Process,21681
peak,C48054,Peak,Qualitative Concept,21686
distance,C25167,Distance,Quantitative Concept,21691
ECD,C52268,SHFM1 wt Allele,Gene or Genome,21721
parameters,C44175,Parameter,Conceptual Entity,21725
Comparison,C49156,Comparison,Activity,21737
between,C94545,Between,Qualitative Concept,21748
EEG,C38054,Electroencephalography,Diagnostic Procedure,21756
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,21764
426,C16787,Lesotho,Geographic Area,21771
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,21775
satisfied,C125072,Satisfied,Intellectual Product,21791
criteria,C25466,Criterion,Idea or Concept,21805
source,C25683,Source,Qualitative Concept,21818
localization,C28264,Localization,Conceptual Entity,21825
275,C20110,"Palestinian Territory, Occupied",Geographic Area,21865
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,21869
only Cases,C15362,Case Study,Research Activity,21873
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,21905
EEG,C38054,Electroencephalography,Diagnostic Procedure,21911
compared,C49156,Comparison,Activity,21946
radius,C63921,Radius,Spatial Concept,21959
estimated,C25498,Estimate,Activity,21985
ECD,C52268,SHFM1 wt Allele,Gene or Genome,21995
between,C94545,Between,Qualitative Concept,21999
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,22007
only,C65011,Only,Qualitative Concept,22011
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,22027
EEG,C38054,Electroencephalography,Diagnostic Procedure,22033
Cases,C99269,True Case Status,Qualitative Concept,22047
ECD,C52268,SHFM1 wt Allele,Gene or Genome,22081
radius,C63921,Radius,Spatial Concept,22085
range,C38013,Range,Quantitative Concept,22097
median,C28007,Median,Qualitative Concept,22106
values,C25712,Value,Conceptual Entity,22113
each,C64933,Each,Qualitative Concept,22123
patient,C16960,Patient,Patient or Disabled Group,22128
49,C105796,Forty Nine,Quantitative Concept,22140
mm,C28251,Millimeter,Quantitative Concept,22146
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,22153
only,C65011,Only,Qualitative Concept,22157
59,C105794,Fifty Nine,Quantitative Concept,22176
mm,C28251,Millimeter,Quantitative Concept,22179
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,22186
EEG,C38054,Electroencephalography,Diagnostic Procedure,22192
Fig,C71971,Fig,"Plant, Food",22204
cases,C99269,True Case Status,Qualitative Concept,22226
larger,C49508,Large,Qualitative Concept,22268
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,22285
only,C65011,Only,Qualitative Concept,22289
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,22310
EEG,C38054,Electroencephalography,Diagnostic Procedure,22316
Mann Whitney test,C53247,Mann-Whitney Test,Quantitative Concept,22328
Ranges,C71565,Sample Range,Quantitative Concept,22388
median,C28007,Median,Qualitative Concept,22398
ECD,C52268,SHFM1 wt Allele,Gene or Genome,22405
each,C64933,Each,Qualitative Concept,22420
case,C49152,Case,Qualitative Concept,22425
nAm,C16891,Namibia,Geographic Area,22442
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,22450
only,C65011,Only,Qualitative Concept,22454
417,C16771,Kyrgyzstan,Geographic Area,22470
nAm,C16891,Namibia,Geographic Area,22478
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,22486
EEG,C38054,Electroencephalography,Diagnostic Procedure,22492
Fig,C71971,Fig,"Plant, Food",22504
Evaluation,C25214,Evaluation,Activity,22514
Cases,C99269,True Case Status,Qualitative Concept,22528
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,22572
EEG,C38054,Electroencephalography,Diagnostic Procedure,22578
larger,C49508,Large,Qualitative Concept,22608
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,22629
only,C65011,Only,Qualitative Concept,22633
Mann Whitney test,C53247,Mann-Whitney Test,Quantitative Concept,22646
Case,C49152,Case,Qualitative Concept,22716
both,C49636,Both,Qualitative Concept,22724
radius,C63921,Radius,Spatial Concept,22733
ECD,C52268,SHFM1 wt Allele,Gene or Genome,22744
no,C49487,No,Classification,22762
significant,C41130,Significant,Functional Concept,22765
difference,C46003,Difference,Qualitative Concept,22777
between,C94545,Between,Qualitative Concept,22788
two,C66833,Two,Quantitative Concept,22800
groups,C42684,User Group,Population Group,22810
correlation,C48834,Correlation,Conceptual Entity,22833
between,C94545,Between,Qualitative Concept,22845
radius,C63921,Radius,Spatial Concept,22853
mo,C29846,Month,Temporal Concept,22871
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,22881
only,C65011,Only,Qualitative Concept,22885
have,C101282,Have,Classification,22907
larger,C49508,Large,Qualitative Concept,22914
radius,C63921,Radius,Spatial Concept,22921
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,22958
EEG,C38054,Electroencephalography,Diagnostic Procedure,22964
radius,C63921,Radius,Spatial Concept,22989
larger,C49508,Large,Qualitative Concept,23000
correlations,C16100,Correlative Study,Research Activity,23028
significant,C41130,Significant,Functional Concept,23046
man's,C14366,Man,Population Group,23066
Rank,C48904,Rank,Qualitative Concept,23072
Coefficient,C48922,Coefficient,Conceptual Entity,23089
between,C94545,Between,Qualitative Concept,23101
radius,C63921,Radius,Spatial Concept,23109
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,23135
only,C65011,Only,Qualitative Concept,23139
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,23170
EEG,C38054,Electroencephalography,Diagnostic Procedure,23176
Fig,C71971,Fig,"Plant, Food",23207
Comparison,C49156,Comparison,Activity,23218
combination,C61517,Combination,Conceptual Entity,23239
MEG,C16811,Magnetoencephalography,Diagnostic Procedure,23254
sensor,C28220,Sensor,Medical Device,23258
types,C25284,Type,Functional Concept,23265
parameters,C44175,Parameter,Conceptual Entity,23290
estimated,C25498,Estimate,Activity,23308
ECD,C52268,SHFM1 wt Allele,Gene or Genome,23318
compared,C49156,Comparison,Activity,23327
combination,C61517,Combination,Conceptual Entity,23356
sensor,C28220,Sensor,Medical Device,23371
types,C25284,Type,Functional Concept,23378
detected,C25481,Detected,Conceptual Entity,23413
radius,C63921,Radius,Spatial Concept,23439
range,C38013,Range,Quantitative Concept,23451
median,C28007,Median,Qualitative Concept,23460
values,C25712,Value,Conceptual Entity,23467
43,C52611,TAF8 wt Allele,Gene or Genome,23478
59,C105794,Fifty Nine,Quantitative Concept,23481
mm,C28251,Millimeter,Quantitative Concept,23484
only,C65011,Only,Qualitative Concept,23493
mm,C28251,Millimeter,Quantitative Concept,23512
MG,C70453,Gram per Gram,Quantitative Concept,23519
mm,C28251,Millimeter,Quantitative Concept,23539
only,C65011,Only,Qualitative Concept,23548
Fig,C71971,Fig,"Plant, Food",23561
Cases only only only,C15362,Case Study,Research Activity,23571
common,C43461,Common,Qualitative Concept,23587
radius,C63921,Radius,Spatial Concept,23615
MG,C70453,Gram per Gram,Quantitative Concept,23625
larger,C49508,Large,Qualitative Concept,23639
no,C49487,No,Classification,23725
Comparison,C49156,Comparison,Activity,23743
individual,C17719,Individual,Human,23760
basis,C25430,Basis,Qualitative Concept,23771
only only Cases,C15362,Case Study,Research Activity,23793
larger,C49508,Large,Qualitative Concept,23828
radius,C63921,Radius,Spatial Concept,23835
Kruskal Wallis test,C53248,Kruskal-Wallis Test,Quantitative Concept,23879
correction,C54657,Correction,Qualitative Concept,23934
remaining,C25649,Remaining,Qualitative Concept,23997
cases,C99269,True Case Status,Qualitative Concept,24007
no,C49487,No,Classification,24042
significant,C41130,Significant,Functional Concept,24045
differences,C46003,Difference,Qualitative Concept,24057
due,C45263,Due,Qualitative Concept,24079
small,C25376,Small,Qualitative Concept,24090
number,C25337,Number,Quantitative Concept,24096
range,C38013,Range,Quantitative Concept,24119
median,C28007,Median,Qualitative Concept,24128
values,C25712,Value,Conceptual Entity,24149
each,C64933,Each,Qualitative Concept,24160
case only only only only only only only only,C15362,Case Study,Research Activity,24165
nAm,C16891,Namibia,Geographic Area,24182
nAm,C16891,Namibia,Geographic Area,24213
MG,C70453,Gram per Gram,Quantitative Concept,24221
340,C16694,Honduras,Geographic Area,24238
nAm,C16891,Namibia,Geographic Area,24242
Fig,C71971,Fig,"Plant, Food",24265
common,C43461,Common,Qualitative Concept,24303
larger,C49508,Large,Qualitative Concept,24366
excluded,C82931,Exclusion,Activity,24412
evaluation,C25214,Evaluation,Activity,24431
due,C45263,Due,Qualitative Concept,24442
larger,C49508,Large,Qualitative Concept,24516
Kruskal Wallis test,C53248,Kruskal-Wallis Test,Quantitative Concept,24579
correction,C54657,Correction,Qualitative Concept,24626
correlation,C48834,Correlation,Conceptual Entity,24659
between,C94545,Between,Qualitative Concept,24671
radius,C63921,Radius,Spatial Concept,24679
mo,C29846,Month,Temporal Concept,24697
only,C65011,Only,Qualitative Concept,24709
have,C101282,Have,Classification,24731
radius,C63921,Radius,Spatial Concept,24746
larger,C49508,Large,Qualitative Concept,24769
only,C65011,Only,Qualitative Concept,24799
larger,C49508,Large,Qualitative Concept,24817
radius,C63921,Radius,Spatial Concept,24824
correlations Spearman's,C53249,Spearman Correlation Test,Quantitative Concept,24864
significant,C41130,Significant,Functional Concept,24882
Rank,C48904,Rank,Qualitative Concept,24906
Coefficient,C48922,Coefficient,Conceptual Entity,24923
between,C94545,Between,Qualitative Concept,24935
radius,C63921,Radius,Spatial Concept,24943
only,C65011,Only,Qualitative Concept,24971
only,C65011,Only,Qualitative Concept,25004
Fig,C71971,Fig,"Plant, Food",25035
ECDs,C52268,SHFM1 wt Allele,Gene or Genome,25065
MRI,C16809,Magnetic Resonance Imaging,Diagnostic Procedure,25075
ECDs,C52268,SHFM1 wt Allele,Gene or Genome,25110
only,C65011,Only,Qualitative Concept,25120
mesial,C81170,Midline,Spatial Concept,25159
temporal,C73990,Temporal,Temporal Concept,25166
area,C25244,Area,Spatial Concept,25175
only,C65011,Only,Qualitative Concept,25198
lateral,C25230,Lateral,Spatial Concept,25229
temporal,C73990,Temporal,Temporal Concept,25237
area,C25244,Area,Spatial Concept,25246
Fig,C71971,Fig,"Plant, Food",25252
Comparison,C49156,Comparison,Activity,25262
between,C94545,Between,Qualitative Concept,25273
mesial,C81170,Midline,Spatial Concept,25281
lateral,C25230,Lateral,Spatial Concept,25292
ECDs,C52268,SHFM1 wt Allele,Gene or Genome,25339
available,C25429,Availability,Conceptual Entity,25349
selected,C48912,Choose,Activity,25383
mesial,C81170,Midline,Spatial Concept,25395
lateral,C25230,Lateral,Spatial Concept,25406
anatomical locations,C74456,CDISC SDTM Anatomical Location Terminology,Intellectual Product,25449
MRI,C16809,Magnetic Resonance Imaging,Diagnostic Procedure,25473
Figs,C71971,Fig,"Plant, Food",25478
mesial,C81170,Midline,Spatial Concept,25503
detected,C25481,Detected,Conceptual Entity,25532
only,C65011,Only,Qualitative Concept,25558
range,C38013,Range,Quantitative Concept,25564
each,C64933,Each,Qualitative Concept,25579
case,C49152,Case,Qualitative Concept,25584
detected,C25481,Detected,Conceptual Entity,25606
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,25618
only,C65011,Only,Qualitative Concept,25631
range,C38013,Range,Quantitative Concept,25637
11,C113425,Eleven,Quantitative Concept,25646
49,C105796,Forty Nine,Quantitative Concept,25655
detected,C25481,Detected,Conceptual Entity,25670
both,C49636,Both,Qualitative Concept,25682
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,25687
range,C38013,Range,Quantitative Concept,25717
number,C25337,Number,Quantitative Concept,25735
detected,C25481,Detected,Conceptual Entity,25752
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,25764
only,C65011,Only,Qualitative Concept,25780
MG G MG,C69104,Gram per Kilogram,Quantitative Concept,25787
larger,C49508,Large,Qualitative Concept,25818
number,C25337,Number,Quantitative Concept,25834
detected,C25481,Detected,Conceptual Entity,25841
only,C65011,Only,Qualitative Concept,25868
Wilcoxon signed rank test,C53246,Wilcoxon Signed Rank Test,Quantitative Concept,25894
contrast,C70754,Contrast,Conceptual Entity,25937
lateral,C25230,Lateral,Spatial Concept,25953
detected,C25481,Detected,Conceptual Entity,25985
only,C65011,Only,Qualitative Concept,26009
range,C38013,Range,Quantitative Concept,26015
each,C64933,Each,Qualitative Concept,26032
case,C49152,Case,Qualitative Concept,26037
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,26072
only,C65011,Only,Qualitative Concept,26085
range,C38013,Range,Quantitative Concept,26091
99,C105787,Ninety Nine,Quantitative Concept,26108
detected,C25481,Detected,Conceptual Entity,26123
both,C49636,Both,Qualitative Concept,26135
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,26140
range,C38013,Range,Quantitative Concept,26170
number,C25337,Number,Quantitative Concept,26188
detected,C25481,Detected,Conceptual Entity,26205
G MG MG,C69104,Gram per Kilogram,Quantitative Concept,26230
only,C65011,Only,Qualitative Concept,26232
larger,C49508,Large,Qualitative Concept,26268
number,C25337,Number,Quantitative Concept,26284
detected,C25481,Detected,Conceptual Entity,26291
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,26303
only,C65011,Only,Qualitative Concept,26319
Wilcoxon signed rank test,C53246,Wilcoxon Signed Rank Test,Quantitative Concept,26345
mesial,C81170,Midline,Spatial Concept,26391
each,C64933,Each,Qualitative Concept,26417
case,C49152,Case,Qualitative Concept,26422
only,C65011,Only,Qualitative Concept,26434
only,C65011,Only,Qualitative Concept,26465
lateral,C25230,Lateral,Spatial Concept,26488
only,C65011,Only,Qualitative Concept,26517
100% G,C48528,Percent Mass per Mass,Quantitative Concept,26538
only,C65011,Only,Qualitative Concept,26550
summary,C42581,Summary,Intellectual Product,26567
mesial,C81170,Midline,Spatial Concept,26590
temporal,C73990,Temporal,Temporal Concept,26597
area,C25244,Area,Spatial Concept,26606
more,C128667,More,Qualitative Concept,26616
often,C91247,Often,Intellectual Product,26621
detected,C25481,Detected,Conceptual Entity,26627
magnetometer,C50053,Magnetometer Device Component,Manufactured Object,26639
alone,C48440,Single,Qualitative Concept,26652
alone,C48440,Single,Qualitative Concept,26686
lateral,C25230,Lateral,Spatial Concept,26723
temporal,C73990,Temporal,Temporal Concept,26731
area,C25244,Area,Spatial Concept,26740
