Mention,ConceptCode,ConceptName,SemanticType,Start
each,C64933,Each,Qualitative Concept,17230
test,C47891,Test,Activity,17275
indices random,C70939,Randomization Indicator,Conceptual Entity,17299
subsets,C25693,Subgroup,Conceptual Entity,17321
percentage,C25613,Percentage,Conceptual Entity,17349
viable,C25324,Viable,Qualitative Concept,17360
tumor tissue,C18009,Tumor Tissue,Tissue,17367
content,C95494,Content,Mental Process,17380
then,C65106,Then,Qualitative Concept,17392
tests,C47891,Test,Activity,17469
100,C105814,One Hundred,Quantitative Concept,17478
random,C60702,Random,Qualitative Concept,17492
subsets,C25693,Subgroup,Conceptual Entity,17499
calculated,C54125,Calculation,Activity,17511
probability,C54154,Probability,Quantitative Concept,17526
significance,C41130,Significant,Functional Concept,17541
proportion,C49159,Proportion,Quantitative Concept,17561
tests,C47891,Test,Activity,17575
p values,C44185,P-Value,Qualitative Concept,17586
less than,C61585,Less Than,Functional Concept,17595
time point,C68568,Timepoint,Temporal Concept,17614
time point,C68568,Timepoint,Temporal Concept,17614
performed,C38000,Performed,Qualitative Concept,17634
two,C66833,Two,Quantitative Concept,17644
one,C66832,One,Quantitative Concept,17648
tests,C47891,Test,Activity,17664
whole,C25326,Whole,Qualitative Concept,17673
slide,C25325,Slide,Manufactured Object,17679
averages,C37917,Average,Quantitative Concept,17685
whole,C25326,Whole,Qualitative Concept,17698
grid,C70846,Grid,Manufactured Object,17704
values,C25712,Value,Conceptual Entity,17709
without,C25718,Without,Qualitative Concept,17716
sampling,C25662,Sampling,Activity,17724
repetitions time,C82330,Repetition Time,Conceptual Entity,17736
time points.',C68568,Timepoint,Temporal Concept,17769
time points.',C68568,Timepoint,Temporal Concept,17769
general,C115727,Safety Reporting Documentation,Intellectual Product,17788
shapes,C25677,Shape,Spatial Concept,17801
staining,C50753,Staining,Finding,17815
index,C25390,Index,Intellectual Product,17824
distributions,C45273,Distribution,Activity,17830
not,C25594,Negation,Functional Concept,17848
same,C64637,Same,Qualitative Concept,17873
between,C94545,Between,Qualitative Concept,17878
two,C66833,Two,Quantitative Concept,17890
groups,C42684,User Group,Population Group,17894
arms,C15538,Protocol Treatment Arm,Research Activity,17901
test test statistically,C53228,Statistical Test,Quantitative Concept,17919
checks,C86058,Check,Activity,17924
between,C94545,Between,Qualitative Concept,17956
two,C66833,Two,Quantitative Concept,17964
variables,C54166,Variable,Qualitative Concept,17968
not test,C101887,Not Tested,Qualitative Concept,17988
shift,C73943,Physical Shift,Phenomenon or Process,18004
location,C25341,Location,Spatial Concept,18013
mean,C53319,Mean,Quantitative Concept,18023
median,C28007,Median,Qualitative Concept,18031
statistically significant,C28110,Statistically Significant,Quantitative Concept,18057
differences,C46003,Difference,Qualitative Concept,18083
between,C94545,Between,Qualitative Concept,18095
staining,C50753,Staining,Finding,18116
indices,C50001,Indicator Device Component,Manufactured Object,18125
area,C25244,Area,Spatial Concept,18149
live,C89279,Reside,Activity,18157
region,C41129,Region,Spatial Concept,18162
each,C64933,Each,Qualitative Concept,18172
eq,C67273,Equivalent Weight,Quantitative Concept,18183
two,C66833,Two,Quantitative Concept,18197
treatment arms,C15538,Protocol Treatment Arm,Research Activity,18201
method,C71460,Method,Conceptual Entity,18226
NCIs,C19202,National Cancer Institute,Health Care Related Organization,18236
random samples random,C53194,Random Sampling,Activity,18250
subset,C25693,Subgroup,Conceptual Entity,18257
each,C64933,Each,Qualitative Concept,18280
calculated,C54125,Calculation,Activity,18300
staining,C50753,Staining,Finding,18324
index,C25390,Index,Intellectual Product,18333
subset,C25693,Subgroup,Conceptual Entity,18353
unbiased estimator,C53329,Unbiased Estimation,Research Activity,18409
staining,C50753,Staining,Finding,18435
index,C25390,Index,Intellectual Product,18444
subset,C25693,Subgroup,Conceptual Entity,18458
total number,C127787,Total Number,Quantitative Concept,18475
total total tissue total tissue,C90476,Total Tissue,Body Substance,18475
number number positive,C93628,Position Number,Quantitative Concept,18481
ni,C68275,Dietary Nickel,"Element, Ion, or Isotope",18506
total number,C127787,Total Number,Quantitative Concept,18516
DAB,C28954,DAB,Pharmacologic Substance,18533
pixels,C48367,Pixel,Conceptual Entity,18547
tissue type,C22164,Mouse Anatomy Concepts,Classification,18561
interest interest,C60730,Interest,Conceptual Entity,18576
area,C25244,Area,Spatial Concept,18622
tissue type,C22164,Mouse Anatomy Concepts,Classification,18634
Then,C65106,Then,Qualitative Concept,18675
calculated,C54125,Calculation,Activity,18683
confidence intervals,C53324,Confidence Interval,Quantitative Concept,18702
means,C47955,Means,Conceptual Entity,18739
staining,C50753,Staining,Finding,18752
indices random random,C70939,Randomization Indicator,Conceptual Entity,18761
all,C64916,All,Qualitative Concept,18774
subsets,C25693,Subgroup,Conceptual Entity,18792
all,C64916,All,Qualitative Concept,18805
repetitions,C120398,Perseverations,Classification,18809
100,C105814,One Hundred,Quantitative Concept,18822
subsets,C25693,Subgroup,Conceptual Entity,18833
each,C64933,Each,Qualitative Concept,18846
treatment arm,C15538,Protocol Treatment Arm,Research Activity,18851
al,C111127,Aluminum Measurement,Laboratory Procedure,18879
then,C65106,Then,Qualitative Concept,18893
checked,C86058,Check,Activity,18898
overlaps,C54669,Overlap,Conceptual Entity,18910
confidence intervals,C53324,Confidence Interval,Quantitative Concept,18926
Non,C25594,Negation,Functional Concept,18948
overlapping,C54669,Overlap,Conceptual Entity,18952
confidence intervals,C53324,Confidence Interval,Quantitative Concept,18968
statistically significant,C28110,Statistically Significant,Quantitative Concept,18996
significant level,C41265,Significance Level,Quantitative Concept,19010
differences,C46003,Difference,Qualitative Concept,19022
between,C94545,Between,Qualitative Concept,19034
means,C47955,Means,Conceptual Entity,19046
two,C66833,Two,Quantitative Concept,19059
groups,C42684,User Group,Population Group,19063
performed,C38000,Performed,Qualitative Concept,19141
local,C67263,Local,Spatial Concept,19151
regression,C18243,Regression,Finding,19163
smoothing,C64202,Smoothing,Occupational Activity,19185
parameter,C44175,Parameter,Conceptual Entity,19195
span,C77536,Span,Quantitative Concept,19206
set,C47894,Set,Conceptual Entity,19212
second,C49463,Second,Qualitative Concept,19233
degree polynomials,C48924,Polynomial Degree,Qualitative Concept,19240
significance level,C41265,Significance Level,Quantitative Concept,19270
all,C64916,All,Qualitative Concept,19301
Sensitivity,C63078,Increased Device Sensitivity,Event,19385
Sensitivity,C63078,Increased Device Sensitivity,Event,19385
compared,C49156,Comparison,Activity,19431
statistical,C17167,Statistics,Occupation or Discipline,19459
inference,C75591,Inference,Activity,19471
both,C49636,Both,Qualitative Concept,19484
NCI,C19202,National Cancer Institute,Health Care Related Organization,19501
deriving,C45673,Deriving,Qualitative Concept,19511
inputs,C47905,Input,Conceptual Entity,19520
grid,C70846,Grid,Manufactured Object,19539
quantification,C48937,Quantitation,Activity,19544
against,C64937,Against,Qualitative Concept,19566
whole,C25326,Whole,Qualitative Concept,19574
slide,C25325,Slide,Manufactured Object,19580
indices,C50001,Indicator Device Component,Manufactured Object,19586
Fig,C71971,Fig,"Plant, Food",19595
test,C47891,Test,Activity,19612
based,C48055,Base,Qualitative Concept,19618
whole,C25326,Whole,Qualitative Concept,19627
slide,C25325,Slide,Manufactured Object,19633
indices,C50001,Indicator Device Component,Manufactured Object,19639
detected,C25481,Detected,Conceptual Entity,19648
higher,C25227,High,Qualitative Concept,19671
levels,C25554,Level,Quantitative Concept,19678
CD34,C17280,Hematopoietic Progenitor Cell Antigen CD34,"Amino Acid, Peptide, or Protein, Immunologic Factor",19692
index,C25390,Index,Intellectual Product,19697
placebo,C753,Placebo,Conceptual Entity,19707
SOC,C71888,MedDRA System Organ Class,Idea or Concept,19720
end,C25496,End,Qualitative Concept,19731
study,C63536,Study,Research Activity,19742
difference,C46003,Difference,Qualitative Concept,19763
CD34,C17280,Hematopoietic Progenitor Cell Antigen CD34,"Amino Acid, Peptide, or Protein, Immunologic Factor",19777
indices,C50001,Indicator Device Component,Manufactured Object,19782
consistent,C85901,Consistent,Conceptual Entity,19793
known,C80137,Known,Conceptual Entity,19813
antiangiogenic,C1742,Angiogenesis Inhibitor,Chemical Viewed Functionally,19819
effects,C25492,Effect,Phenomenon or Process,19834
cyclophosphamide doxorubicin etoposide,C9684,Cyclophosphamide/Doxorubicin/Etoposide,Therapeutic or Preventive Procedure,19845
SOC,C71888,MedDRA System Organ Class,Idea or Concept,19898
al,C111127,Aluminum Measurement,Laboratory Procedure,19916
al,C111127,Aluminum Measurement,Laboratory Procedure,19942
al,C111127,Aluminum Measurement,Laboratory Procedure,19967
al,C111127,Aluminum Measurement,Laboratory Procedure,19988
al,C111127,Aluminum Measurement,Laboratory Procedure,20010
tests,C47891,Test,Activity,20029
based,C48055,Base,Qualitative Concept,20035
whole,C25326,Whole,Qualitative Concept,20044
slide,C25325,Slide,Manufactured Object,20050
indices,C50001,Indicator Device Component,Manufactured Object,20056
do,C86066,Do,Activity,20064
not,C25594,Negation,Functional Concept,20067
detect,C117041,Dosing Days to Detection,Quantitative Concept,20071
any,C81168,Any,Conceptual Entity,20078
significant other,C119265,Significant Other,Human,20082
difference,C46003,Difference,Qualitative Concept,20094
indices,C50001,Indicator Device Component,Manufactured Object,20114
CASP3,C26574,CASP3 Gene,Gene or Genome,20123
KI67,C123557,Ki67 Measurement,Laboratory Procedure,20137
between,C94545,Between,Qualitative Concept,20143
two,C66833,Two,Quantitative Concept,20155
arms,C15538,Protocol Treatment Arm,Research Activity,20159
end,C25496,End,Qualitative Concept,20171
study,C63536,Study,Research Activity,20178
difference,C46003,Difference,Qualitative Concept,20198
between,C94545,Between,Qualitative Concept,20209
two,C66833,Two,Quantitative Concept,20221
arms,C15538,Protocol Treatment Arm,Research Activity,20225
consistent,C85901,Consistent,Conceptual Entity,20233
cytotoxic,C37893,Cytotoxic,Conceptual Entity,20260
effect,C25492,Effect,Phenomenon or Process,20270
SOC,C71888,MedDRA System Organ Class,Idea or Concept,20284
drugs,C459,Medication,Pharmacologic Substance,20288
reduced,C25640,Reduced,Qualitative Concept,20305
levels,C25554,Level,Quantitative Concept,20316
not,C25594,Negation,Functional Concept,20323
detectable,C111567,Detectable,Clinical Attribute,20327
tests,C47891,Test,Activity,20345
based,C48055,Base,Qualitative Concept,20351
whole,C25326,Whole,Qualitative Concept,20360
slide,C25325,Slide,Manufactured Object,20366
indices,C50001,Indicator Device Component,Manufactured Object,20372
end,C25496,End,Qualitative Concept,20387
study section,C19781,Study Section,Professional or Occupational Group,20398
see,C64647,See,Activity,20405
alterations,C28344,Alteration,Conceptual Entity,20432
detailed,C25480,Details,Idea or Concept,20450
analysis,C25391,Analysis,Activity,20459
contrast,C70754,Contrast,Conceptual Entity,20473
both,C49636,Both,Qualitative Concept,20483
NCI,C19202,National Cancer Institute,Health Care Related Organization,20500
tests,C47891,Test,Activity,20504
deriving,C45673,Deriving,Qualitative Concept,20510
inputs,C47905,Input,Conceptual Entity,20519
grid,C70846,Grid,Manufactured Object,20531
quantification,C48937,Quantitation,Activity,20536
detected,C25481,Detected,Conceptual Entity,20551
statistically significant,C28110,Statistically Significant,Quantitative Concept,20560
differences,C46003,Difference,Qualitative Concept,20586
all,C64916,All,Qualitative Concept,20601
four,C66835,Four,Quantitative Concept,20605
staining,C50753,Staining,Finding,20610
indices,C50001,Indicator Device Component,Manufactured Object,20619
between,C94545,Between,Qualitative Concept,20627
two,C66833,Two,Quantitative Concept,20639
arms,C15538,Protocol Treatment Arm,Research Activity,20643
end,C25496,End,Qualitative Concept,20655
study,C63536,Study,Research Activity,20666
observation,C25598,Observation,Activity,20678
holds,C62290,Hold,Activity,20690
true,C68850,True,Conceptual Entity,20696
sizes samples,C53190,Sample Size,Quantitative Concept,20717
draw,C54353,Draw,Activity,20739
grid,C70846,Grid,Manufactured Object,20755
quantification,C48937,Quantitation,Activity,20760
provides,C80514,Provide,Activity,20775
higher,C25227,High,Qualitative Concept,20786
sensitivity,C25201,Sensitivity,Quantitative Concept,20793
detection,C16210,Detection,Diagnostic Procedure,20808
test,C47891,Test,Activity,20829
compared,C49156,Comparison,Activity,20834
whole,C25326,Whole,Qualitative Concept,20846
slide,C25325,Slide,Manufactured Object,20852
indices,C50001,Indicator Device Component,Manufactured Object,20858
general,C115727,Safety Reporting Documentation,Intellectual Product,20870
test Mann Whitney,C53247,Mann-Whitney Test,Quantitative Concept,20887
test Wilcoxon,C53246,Wilcoxon Signed Rank Test,Quantitative Concept,20887
higher,C25227,High,Qualitative Concept,20898
sensitivity,C25201,Sensitivity,Quantitative Concept,20905
inference,C75591,Inference,Activity,20932
samples,C70699,Biospecimen,Body Substance,20959
any,C81168,Any,Conceptual Entity,20979
given,C64974,Give,Activity,20983
size,C25681,Size,Quantitative Concept,20994
compared,C49156,Comparison,Activity,21002
NCI,C19202,National Cancer Institute,Health Care Related Organization,21020
Comparison,C49156,Comparison,Activity,21033
probability,C54154,Probability,Quantitative Concept,21047
significance statistical,C61040,Statistical Significance,Qualitative Concept,21062
statistical power,C53191,Statistical Power,Quantitative Concept,21076
between,C94545,Between,Qualitative Concept,21095
non,C25594,Negation,Functional Concept,21141
overlapping,C54669,Overlap,Conceptual Entity,21145
confidence intervals,C53324,Confidence Interval,Quantitative Concept,21157
end,C25496,End,Qualitative Concept,21192
study Day,C82437,Study Day,Temporal Concept,21203
Probability sampled,C71517,Equal Probability Sampling Method,Activity,21220
significance,C41130,Significant,Functional Concept,21235
data,C25474,Data,Idea or Concept,21260
calculated,C54125,Calculation,Activity,21265
portion,C45313,Part,Physical Object,21279
tests,C47891,Test,Activity,21294
out,C25650,Removed,Qualitative Concept,21301
100,C105814,One Hundred,Quantitative Concept,21308
repeats,C47942,Repeat Pattern,Spatial Concept,21312
p values,C44185,P-Value,Qualitative Concept,21326
less than,C61585,Less Than,Functional Concept,21335
Difference,C46003,Difference,Qualitative Concept,21351
staining,C50753,Staining,Finding,21365
index,C25390,Index,Intellectual Product,21374
between,C94545,Between,Qualitative Concept,21380
standard care,C94396,Best Practice,Health Care Activity,21388
SOC,C71888,MedDRA System Organ Class,Idea or Concept,21406
placebo,C753,Placebo,Conceptual Entity,21415
significant level,C41265,Significance Level,Quantitative Concept,21427
CIs,C112239,Coagulation Index Measurement,Laboratory Procedure,21461
do,C86066,Do,Activity,21465
not,C25594,Negation,Functional Concept,21468
overlap,C54669,Overlap,Conceptual Entity,21472
use,C25340,Use,Functional Concept,21484
combination,C61517,Combination,Conceptual Entity,21490
fill,C54093,Fill,Activity,21505
colors,C64546,Color Assessment,Laboratory Procedure,21510
symbols,C54191,Symbol,Functional Concept,21521
statistical significance,C61040,Statistical Significance,Qualitative Concept,21541
Solid,C45300,Solid,Substance,21567
white,C48325,White,Qualitative Concept,21573
patches,C18605,Protein Patched Homolog 1,"Receptor, Amino Acid, Peptide, or Protein",21579
gray,C48324,Gray,Qualitative Concept,21592
border,C80507,Border,Classification,21597
indicates,C50001,Indicator Device Component,Manufactured Object,21604
no,C49487,No,Classification,21614
statistically significant,C28110,Statistically Significant,Quantitative Concept,21617
difference,C46003,Difference,Qualitative Concept,21643
detected,C25481,Detected,Conceptual Entity,21657
NCI,C19202,National Cancer Institute,Health Care Related Organization,21677
tests,C47891,Test,Activity,21681
All,C64916,All,Qualitative Concept,21688
combinations,C61517,Combination,Conceptual Entity,21696
fill,C54093,Fill,Activity,21712
colors,C64546,Color Assessment,Laboratory Procedure,21717
symbols,C54191,Symbol,Functional Concept,21728
have,C101282,Have,Classification,21750
additive,C63495,Additive,Chemical Viewed Functionally,21755
interpretations,C86557,Interpreter,Occupation or Discipline,21764
light,C68808,Light,Qualitative Concept,21787
blue,C48333,Blue,Qualitative Concept,21793
fill,C54093,Fill,Activity,21798
means,C47955,Means,Conceptual Entity,21812
placebo,C753,Placebo,Conceptual Entity,21818
staining,C50753,Staining,Finding,21826
index,C25390,Index,Intellectual Product,21835
statistically tests tests,C53228,Statistical Test,Quantitative Concept,21844
greater than,C61584,Greater Than,Quantitative Concept,21858
SOC,C71888,MedDRA System Organ Class,Idea or Concept,21871
both,C49636,Both,Qualitative Concept,21878
NCI,C19202,National Cancer Institute,Health Care Related Organization,21891
Heterogeneity,C28359,Heterogeneity,Qualitative Concept,21940
tests using,C92020,Device Use Testing Evaluation Method,Functional Concept,21994
samples,C70699,Biospecimen,Body Substance,22006
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,22019
index,C25390,Index,Intellectual Product,22023
distributions,C45273,Distribution,Activity,22029
may,C106184,May,Qualitative Concept,22043
lead,C25552,Lead,Qualitative Concept,22047
conclusions,C54033,Conclusion,Finding,22066
due,C45263,Due,Qualitative Concept,22078
bias,C28232,Bias,Idea or Concept,22094
measure sampling,C71559,Sample Statistic,Quantitative Concept,22103
sampling mean variance,C71567,Sample Variance of Sample Mean,Quantitative Concept,22111
bias,C28232,Bias,Idea or Concept,22120
any,C81168,Any,Conceptual Entity,22128
given,C64974,Give,Activity,22132
size,C25681,Size,Quantitative Concept,22143
calculated,C54125,Calculation,Activity,22152
two,C66833,Two,Quantitative Concept,22163
types,C25284,Type,Functional Concept,22167
relative,C21480,Relative,Human,22176
errors,C43369,Error,Conceptual Entity,22185
Table,C48441,Table,Manufactured Object,22233
represent,C67045,Representation,Activity,22261
extent,C25332,Extent,Quantitative Concept,22275
bias,C28232,Bias,Idea or Concept,22285
sample means,C71567,Sample Variance of Sample Mean,Quantitative Concept,22293
represent,C67045,Representation,Activity,22339
extent,C25332,Extent,Quantitative Concept,22353
deviation,C25713,Variation,Conceptual Entity,22363
sample means variances,C71567,Sample Variance of Sample Mean,Quantitative Concept,22376
whole,C25326,Whole,Qualitative Concept,22408
slide,C25325,Slide,Manufactured Object,22414
whole,C25326,Whole,Qualitative Concept,22430
grid,C70846,Grid,Manufactured Object,22436
distribution,C45273,Distribution,Activity,22485
errors,C43369,Error,Conceptual Entity,22501
sizes,C25681,Size,Quantitative Concept,22517
50,C105785,Fifty,Quantitative Concept,22523
500,C16876,Montserrat,Geographic Area,22530
Parts,C48522,Part Dosing Unit,Quantitative Concept,22541
Fig,C71971,Fig,"Plant, Food",22558
both,C49636,Both,Qualitative Concept,22575
symmetric,C75919,Symmetric Relationship,Conceptual Entity,22600
zero,C70430,Zero,Quantitative Concept,22616
any,C81168,Any,Conceptual Entity,22625
given,C64974,Give,Activity,22629
number,C25337,Number,Quantitative Concept,22635
sample,C70699,Biospecimen,Body Substance,22645
spreads,C65126,Smear,Activity,22676
rapidly,C65069,Rapidly,Qualitative Concept,22691
number,C25337,Number,Quantitative Concept,22718
sample,C70699,Biospecimen,Body Substance,22728
both,C49636,Both,Qualitative Concept,22767
50,C105785,Fifty,Quantitative Concept,22772
500,C16876,Montserrat,Geographic Area,22779
sizes,C25681,Size,Quantitative Concept,22794
used tests,C92020,Device Use Testing Evaluation Method,Functional Concept,22800
statistical tests,C53228,Statistical Test,Quantitative Concept,22812
tests not,C101887,Not Tested,Qualitative Concept,22824
true,C68850,True,Conceptual Entity,22839
all,C64916,All,Qualitative Concept,22848
sizes,C25681,Size,Quantitative Concept,22857
data,C25474,Data,Idea or Concept,22874
parts,C48522,Part Dosing Unit,Quantitative Concept,22902
Fig,C71971,Fig,"Plant, Food",22919
spreads,C65126,Smear,Activity,22940
both,C49636,Both,Qualitative Concept,22951
rapidly,C65069,Rapidly,Qualitative Concept,22979
zero,C70430,Zero,Quantitative Concept,23000
number,C25337,Number,Quantitative Concept,23025
sample,C70699,Biospecimen,Body Substance,23035
observations,C25598,Observation,Activity,23063
sampling means variances,C71567,Sample Variance of Sample Mean,Quantitative Concept,23090
sampling weighted,C87555,Sample Weight,Research Activity,23090
did,C86066,Do,Activity,23099
not,C25594,Negation,Functional Concept,23103
bias,C28232,Bias,Idea or Concept,23117
range,C38013,Range,Quantitative Concept,23153
sizes,C25681,Size,Quantitative Concept,23167
index,C25390,Index,Intellectual Product,23257
whole,C25326,Whole,Qualitative Concept,23285
slide,C25325,Slide,Manufactured Object,23291
index,C25390,Index,Intellectual Product,23297
same,C64637,Same,Qualitative Concept,23311
weighted sample,C87555,Sample Weight,Research Activity,23330
sample variance variance,C71566,Sample Variance,Quantitative Concept,23339
whole,C25326,Whole,Qualitative Concept,23374
grid,C70846,Grid,Manufactured Object,23380
same,C64637,Same,Qualitative Concept,23411
all,C64916,All,Qualitative Concept,23438
whole,C25326,Whole,Qualitative Concept,23442
slide,C25325,Slide,Manufactured Object,23448
indices,C50001,Indicator Device Component,Manufactured Object,23454
staining,C50753,Staining,Finding,23466
errors,C43369,Error,Conceptual Entity,23509
sample mean sample variance,C71567,Sample Variance of Sample Mean,Quantitative Concept,23519
mean sample variance,C71567,Sample Variance of Sample Mean,Quantitative Concept,23526
size,C25681,Size,Quantitative Concept,23568
50,C105785,Fifty,Quantitative Concept,23576
500,C16876,Montserrat,Geographic Area,23589
all,C64916,All,Qualitative Concept,23600
four,C66835,Four,Quantitative Concept,23604
staining,C50753,Staining,Finding,23609
indices,C50001,Indicator Device Component,Manufactured Object,23618
combined,C25454,Combined,Conceptual Entity,23626
Mean sampled,C71560,Sample Mean,Quantitative Concept,23641
sampled tumor,C18009,Tumor Tissue,Tissue,23646
viable,C25324,Viable,Qualitative Concept,23654
tumor tissue,C18009,Tumor Tissue,Tissue,23661
percentage,C25613,Percentage,Conceptual Entity,23674
coverage,C68811,Cover,Activity,23685
Percentage,C25613,Percentage,Conceptual Entity,23695
coverage,C68811,Cover,Activity,23706
greater than,C61584,Greater Than,Quantitative Concept,23715
one,C66832,One,Quantitative Concept,23728
represents,C67045,Representation,Activity,23732
Mean,C53319,Mean,Quantitative Concept,23761
percent,C48570,Percent Unit,Quantitative Concept,23766
viable,C25324,Viable,Qualitative Concept,23774
tumor tissue,C18009,Tumor Tissue,Tissue,23781
tissue sampled,C19697,Tissue Sample,Tissue,23787
content,C95494,Content,Mental Process,23794
Error,C43369,Error,Conceptual Entity,23820
bars,C48475,Bar Dosing Unit,Quantitative Concept,23826
box plots,C53326,Box Plot,Quantitative Concept,23838
confidence interval,C53324,Confidence Interval,Quantitative Concept,23878
two,C66833,Two,Quantitative Concept,23903
hinges,C49988,Hinge Device Component,Manufactured Object,23907
first,C25509,First,Qualitative Concept,23932
third,C25260,Third,Qualitative Concept,23942
quartiles,C87306,Quartile,Qualitative Concept,23948
midline,C81170,Midline,Spatial Concept,23963
corresponds,C115639,Centralized Testing Communication Document,Intellectual Product,23971
properties,C62498,Object Property,Conceptual Entity,24080
over,C65018,Over,Qualitative Concept,24091
course,C25379,Course,Clinical Attribute,24100
study,C63536,Study,Research Activity,24114
see,C64647,See,Activity,24123
if,C64955,If,Qualitative Concept,24127
significant,C41130,Significant,Functional Concept,24130
properties,C62498,Object Property,Conceptual Entity,24168
correlated,C48834,Correlation,Conceptual Entity,24179
timing,C80484,Timing,Conceptual Entity,24199
SOC,C71888,MedDRA System Organ Class,Idea or Concept,24209
treatment,C15368,Treatment,Health Care Activity,24213
alterations,C28344,Alteration,Conceptual Entity,24254
measured,C44473,Measured,Qualitative Concept,24269
four,C66835,Four,Quantitative Concept,24281
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,24286
staining,C50753,Staining,Finding,24290
indices,C50001,Indicator Device Component,Manufactured Object,24299
over,C65018,Over,Qualitative Concept,24307
course,C25379,Course,Clinical Attribute,24316
study,C63536,Study,Research Activity,24330
general,C115727,Safety Reporting Documentation,Intellectual Product,24340
SOC,C71888,MedDRA System Organ Class,Idea or Concept,24353
treatment,C15368,Treatment,Health Care Activity,24357
cytotoxicity,C27988,Cytotoxicity,Finding,24368
ended,C25496,End,Qualitative Concept,24387
day,C25301,Day,Temporal Concept,24396
26,C126886,Twenty Six,Quantitative Concept,24400
week,C29844,Week,Temporal Concept,24411
course,C25379,Course,Clinical Attribute,24421
affected,C64917,Affected,Qualitative Concept,24445
properties,C62498,Object Property,Conceptual Entity,24469
tumor tumor blood vessels,C7387,Blood Vessel Neoplasm,Neoplastic Process,24483
cells tumor,C23852,Murine Tumor Cells,Cell,24489
cells blood,C23453,Murine Blood Cells,Cell,24489
both,C49636,Both,Qualitative Concept,24519
during after,C49640,During or After,Temporal Concept,24524
treatment,C15368,Treatment,Health Care Activity,24545
period,C25616,Period,Temporal Concept,24555
mice,C14238,Mouse,Mammal,24576
SOC,C71888,MedDRA System Organ Class,Idea or Concept,24590
arm,C32141,Arm,Anatomical Structure,24594
during course treatment,C127075,Smoked Cigarettes During the Course of Treatment,Intellectual Product,24598
due,C45263,Due,Qualitative Concept,24634
not,C25594,Negation,Functional Concept,24653
tumor burden,C28384,Tumor Burden,Idea or Concept,24657
CASP3,C26574,CASP3 Gene,Gene or Genome,24671
indices,C50001,Indicator Device Component,Manufactured Object,24677
tumors,C98275,Tumor Mass,Finding,24688
SOC,C71888,MedDRA System Organ Class,Idea or Concept,24702
arm,C32141,Arm,Anatomical Structure,24706
during,C25490,During,Temporal Concept,24720
treatment,C15368,Treatment,Health Care Activity,24727
higher,C25227,High,Qualitative Concept,24742
tumors,C98275,Tumor Mass,Finding,24757
placebo,C753,Placebo,Conceptual Entity,24771
arm,C32141,Arm,Anatomical Structure,24779
same,C64637,Same,Qualitative Concept,24792
period,C25616,Period,Temporal Concept,24797
magnitude,C49158,Magnitude,Quantitative Concept,24809
difference,C46003,Difference,Qualitative Concept,24827
decreased,C25640,Reduced,Qualitative Concept,24848
over,C65018,Over,Qualitative Concept,24858
time,C25207,Time,Temporal Concept,24863
lowest,C43517,Lowest,Spatial Concept,24884
end,C25496,End,Qualitative Concept,24898
study,C63536,Study,Research Activity,24909
Ki67,C123557,Ki67 Measurement,Laboratory Procedure,24934
indices,C50001,Indicator Device Component,Manufactured Object,24939
higher,C25227,High,Qualitative Concept,24952
placebo,C753,Placebo,Conceptual Entity,24966
arm,C32141,Arm,Anatomical Structure,24974
indices,C50001,Indicator Device Component,Manufactured Object,24985
SOC,C71888,MedDRA System Organ Class,Idea or Concept,25001
arm,C32141,Arm,Anatomical Structure,25005
levels,C25554,Level,Quantitative Concept,25025
similar,C72665,Similarity,Qualitative Concept,25032
placebo,C753,Placebo,Conceptual Entity,25047
arm,C32141,Arm,Anatomical Structure,25055
day,C25301,Day,Temporal Concept,25069
higher,C25227,High,Qualitative Concept,25087
SOC,C71888,MedDRA System Organ Class,Idea or Concept,25102
arm,C32141,Arm,Anatomical Structure,25106
past,C25609,Past,Temporal Concept,25110
day,C25301,Day,Temporal Concept,25115
rest,C28185,Resting,Daily or Recreational Activity,25146
study,C63536,Study,Research Activity,25158
CD34,C17280,Hematopoietic Progenitor Cell Antigen CD34,"Amino Acid, Peptide, or Protein, Immunologic Factor",25169
index,C25390,Index,Intellectual Product,25174
SOC,C71888,MedDRA System Organ Class,Idea or Concept,25187
arm,C32141,Arm,Anatomical Structure,25191
during,C25490,During,Temporal Concept,25213
early,C61589,Early,Qualitative Concept,25224
part,C45313,Part,Physical Object,25230
study,C63536,Study,Research Activity,25242
decreased,C25640,Reduced,Qualitative Concept,25252
lower,C25309,Lower,Spatial Concept,25265
levels,C25554,Level,Quantitative Concept,25271
placebo,C753,Placebo,Conceptual Entity,25295
arm,C32141,Arm,Anatomical Structure,25303
day,C25301,Day,Temporal Concept,25310
50,C105785,Fifty,Quantitative Concept,25314
rest,C28185,Resting,Daily or Recreational Activity,25342
IHC,C23020,Immunohistochemistry Staining Method,Laboratory Procedure,25376
staining,C50753,Staining,Finding,25380
index,C25390,Index,Intellectual Product,25389
alterations,C28344,Alteration,Conceptual Entity,25396
over,C65018,Over,Qualitative Concept,25408
time,C25207,Time,Temporal Concept,25413
regression,C18243,Regression,Finding,25430
whole,C25326,Whole,Qualitative Concept,25444
slide,C25325,Slide,Manufactured Object,25450
indices,C50001,Indicator Device Component,Manufactured Object,25456
Blue,C48333,Blue,Qualitative Concept,25465
